ID,Title,Short_Intro,Category,Enrollment,Completions,URL
COR1122,Hypothesis Testing in Public Health ,"Biostatistics is an essential skill for every public health researcher because it provides a set of precise methods for extracting meaningful conclusions from data. In this second course of the Biostatistics in Public Health Specialization, you'll learn to evaluate sample variability and apply statistical hypothesis testing methods. Along the way, you'll perform calculations and interpret real-world data from the published scientific literature. Topics include sample statistics, the central limit theorem, confidence intervals, hypothesis testing, and p values.",Public Health,2442,1637,https://www.coursera.org/learn/hypothesis-testing-public-health?specialization=biostatistics-public-health
COR1123,Project: Writing a Research Paper,Welcome to the capstone project for the Academic English: Writing Specialization! This project lets you apply everything you’ve learned and gives you the practice you need for college classes by having you write a research paper.  You'll have several due dates throughout the capstone to help you stay on schedule.,Learning English,4736,2663,https://www.coursera.org/learn/academic-writing-capstone?specialization=academic-english
COR1124,Magnetics for Power Electronic Converters,"This course can also be taken for academic credit as ECEA 5703, part of CU Boulder’s Master of Science in Electrical Engineering degree.",Electrical Engineering,4102,3873,https://www.coursera.org/learn/magnetics-for-power-electronic-converters-v2?specialization=power-electronics
COR1125,Google Sheets - Advanced Topics,This course builds on some of the concepts covered in the earlier Google Sheets course.,Cloud Computing,3561,2121,https://www.coursera.org/learn/google-sheets---advanced-topics?specialization=getting-started-with-google-workspace
COR1126,Scripting with Python and SQL for Data Engineering,"In this third course of the Python, Bash and SQL Essentials for Data Engineering Specialization, you will explore techniques to work effectively with Python and SQL. We will go through useful data structures in Python scripting and connect to databases like MySQL. Additionally, you will learn how to use a modern text editor to connect and run SQL queries against a real database, performing operations to load and extract data. Finally, you will use extracted data from websites using scraping techniques. These skills will allow you to work effectively when data is not readily available, or when spatial queries are required to extract useful information from databases.",Data Analysis,1686,1525,https://www.coursera.org/learn/scripting-with-python-sql-for-data-engineering-duke?specialization=python-bash-sql-data-engineering-duke
COR1127,Advanced Manufacturing Enterprise,"Enterprises that seek to become proficient in advanced manufacturing must incorporate manufacturing management tools and integrate data throughout the supply chain to be successful. This course will make students aware of what a digitally connected enterprise is, as they learn about the operational complexity of enterprises, business process optimization and the concept of an integrated product-process-value chain. ",Mechanical Engineering,1111,728,https://www.coursera.org/learn/advanced-manufacturing-enterprise?specialization=digital-manufacturing-design-technology
COR1128,Project Management: The Basics for Success,"This course combines the essential elements of Project Management and Team Leadership into one course. Through class engagement and reflection, you will acquire further understanding of the responsibilities of leadership and become better prepared to apply this knowledge to the project environment.",Leadership and Management,866,692,https://www.coursera.org/learn/project-management-basics?specialization=career-success
COR1129,Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides,"In the professional realm, most speeches and presentations we give are informative in scope. A scientist needs to explain her recent research findings. A financial officer needs to report on quarterly earnings to his company’s board. A technology professional needs to educate a consumer about a new product. Any time you need to convey ideas or demonstrate a process, you’re dealing with informative speaking.  ",Personal Development,4150,4029,https://www.coursera.org/learn/inform-speech?specialization=public-speaking
COR1130,The Roles and Responsibilities of Nonprofit Boards of Directors within the Governance Process,"This course provides a more in-depth look at the roles and responsibilities of boards of directors in the governance of nonprofit organizations. While the course has been developed with North American culture in mind, we do appreciate that in other parts of the world, the nature of the roles and responsibilities of boards of directors may not be the same. Nevertheless,it is our hope that much of the course content will still be of value to those in other parts of the world. ",Leadership and Management,4936,4537,https://www.coursera.org/learn/nonprofit-gov-2?specialization=nonprofit
COR1131,Copyright Law in the Music Business,"In this course taught by E. Michael Harrington, students will learn the basis for copyright including what is and is not covered by copyright law. This course will help clarify what rights artists have as creators as well as what the public is free to take from their work. Students will also learn what to do if someone copies their work and what to do if they are accused of copying someone else. Finally, the course will discuss how technology has changed copyright for the better (and worse) and how copyright laws may change in the coming years.",Business Strategy,175,118,https://www.coursera.org/learn/copyright-law-music-business?specialization=music-business
COR1132,Advanced Grammar & Punctuation Project,"If you have taken the three courses in this specialization, you have learned a lot of grammar in the past few months. This will be a big help to your studies or your career. This project will help you process what you've learned and help you remember it forever. In this course, you will create a grammar portfolio of the difficult or interesting English grammatical structures that you studied in the previous courses. Your portfolio will include several items that you create, such as two scripts that you will write, in which you showcase proper use of grammar points you've learned. You will then record a video performing each script and using the grammar. You can record these two videos alone or with friends. You can be creative and make funny skits like your teachers did in all of the fun videos you watched in this specialization or use your own creative style. The items you create for your portfolio will help you review the material you've learned and will be a memorable project that you can keep with you long after this course ends.",Learning English,2631,1907,https://www.coursera.org/learn/advanced-grammar-project?specialization=advanced-grammar-punctuation
COR1921,Chinese for HSK 2,Welcome to  HSK level 2 course!  ,Other Languages,2135,1259,https://www.coursera.org/learn/hsk-2?specialization=hsk-learn-chinese
COR1922,Linear Regression in R for Public Health ,Welcome to Linear Regression in R for Public Health!,Public Health,4400,2580,https://www.coursera.org/learn/linear-regression-r-public-health?specialization=statistical-analysis-r-public-health
COR1133,Principles of Computing (Part 2),"This two-part course introduces the basic mathematical and programming principles that underlie much of Computer Science. Understanding these principles is crucial to the process of creating efficient and well-structured solutions for computational problems.  To get hands-on experience working with these concepts, we will use the Python programming language. The main focus of the class will be weekly mini-projects that build upon the mathematical and programming principles that are taught in the class. To keep the class fun and engaging, many of the projects will involve working with strategy-based games.",Software Development,4917,3365,https://www.coursera.org/learn/principles-of-computing-2?specialization=computer-fundamentals
COR1134,Marketing Mix Implementation Capstone ,"After completing the four courses, you will be able to take part in the Capstone Project where you will have the opportunity to put into practice what you have learned in this specialization by running a real product through the marketing mix.",Marketing,3937,2401,https://www.coursera.org/learn/marketing-mix-capstone?specialization=marketing-mix
COR1135,Wharton Entrepreneurship Capstone,"In this Capstone project, you will be assembling a pitch deck for a new venture, including the key deliverables (e.g., customer needs, concept description, financials, and so forth).  You will review your peers' projects according to a rubric develop by Wharton Entrepreneurship and practice applying the same criteria VC’s use in evaluating potential investments.",Entrepreneurship,2187,1135,https://www.coursera.org/learn/wharton-entrepreneurship-capstone?specialization=wharton-entrepreneurship
COR1136,Modern Data Warehouse Analytics in Microsoft Azure,"In this course, you will learn the fundamentals of database concepts in a cloud environment, get basic skilling in cloud data services, and build your foundational knowledge of cloud data services within Microsoft Azure. You will explore the processing options available for building data analytics solutions in Azure. You will explore Azure Synapse Analytics, Azure Databricks, and Azure HDInsight.",Data Management,529,350,https://www.coursera.org/learn/data-warehouse-analytics-microsoft-azure?specialization=microsoft-azure-dp-900-data-fundamentals
COR1137,Optimize ML Models and Deploy Human-in-the-Loop Pipelines,"In the third course of the Practical Data Science Specialization, you will learn a series of performance-improvement and cost-reduction techniques to automatically tune model accuracy, compare prediction performance, and generate new training data with human intelligence.  After tuning your text classifier using Amazon SageMaker Hyper-parameter Tuning (HPT), you will deploy two model candidates into an A/B test to compare their real-time prediction performance and automatically scale the winning model using Amazon SageMaker Hosting. Lastly, you will set up a human-in-the-loop pipeline to fix misclassified predictions and generate new training data using Amazon Augmented AI and Amazon SageMaker Ground Truth.",Machine Learning,3221,2433,https://www.coursera.org/learn/ml-models-human-in-the-loop-pipelines?specialization=practical-data-science
COR1138,Inteligencia artificial: proyecto final,"En el proyecto culminante del programa especializado Introducción a la Inteligencia Artificial, los estudiantes aplicarán conceptos adquiridos durante el programa en un problema de su elección.",Algorithms,2375,1886,https://www.coursera.org/learn/inteligencia-artificial?specialization=inteligencia-artificial
COR1139,Artificial Creativity,"Artificial Creativity explores the emerging field of creativity in artificial intelligence (AI) from a design perspective, bringing together insights from computer science and creative disciplines. In this course, you will survey the history and theories behind today's creative AI, analyze the unorthodox approaches that have advanced the field, and experience cutting-edge creative AI tools. At the same time, you will learn design thinking research methods, how to implement them for your creative insights, and how to translate them to professional and business contexts. Throughout the course, you will step away from your computer to conduct design research, applying the techniques and theories you learn each week to a topic of your choice. You will also engage with other learners through discussions while challenging and expanding your understanding of creativity.",Design and Product,1587,1582,https://www.coursera.org/learn/artificial-creativity?specialization=creativity-ai
COR1140,Forex - Trading Around the World,"In this course, we’ll introduce you to the foreign currency market, including who participates in it and some of their reasons for doing so. You’ll also gain an understanding of the complex nature of certain trading products, as well as some of the risks investors typically face. ",Finance,4938,3190,https://www.coursera.org/learn/forex-trading?specialization=financial-instruments-trading-investing
COR1141,Building Your Leadership Skills,"When taking this course, you will raise your own self-awareness and gain self-confidence for a better leadership. ",Leadership and Management,4154,4098,https://www.coursera.org/learn/leadership-skills?specialization=inspirational-leadership
COR1142,AWS Cloud Technical Essentials,"Are you in a technical role and want to learn the fundamentals of AWS? Do you aspire to have a job or career as a cloud developer, architect, or in an operations role? If so, AWS Cloud Technical Essentials is an ideal way to start. This course was designed for those at the beginning of their cloud-learning journey - no prior knowledge of cloud computing or AWS products and services required!",Cloud Computing,4199,3104,https://www.coursera.org/learn/aws-cloud-technical-essentials
COR1143,"Modern Robotics, Course 4:  Robot Motion Planning and Control",Do you want to know how robots work?  Are you interested in robotics as a career?  Are you willing to invest the effort to learn fundamental mathematical modeling techniques that are used in all subfields of robotics?,Mechanical Engineering,1949,1367,https://www.coursera.org/learn/modernrobotics-course4?specialization=modernrobotics
COR1144,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms","The primary topics in this part of the specialization are: asymptotic (Big-oh) notation, sorting and searching, divide and conquer (master method, integer and matrix multiplication, closest pair), and randomized algorithms (QuickSort, contraction algorithm for min cuts).",Algorithms,1223,1222,https://www.coursera.org/learn/algorithms-divide-conquer
COR1145,Aromatherapy: Clinical Use of Essential Oils,"This course provides an overview of essential oil therapy and current aromatherapy practices in clinical settings and gives you the skills to bring aromatherapy into your own practice. By the end of the course, you will be able to: a) explain what essential oils are to a patient and how they work; b) assess if an essential oil might be beneficial to a patient, considering patient preference and the research evidence, as well as any safety issues or contraindications; and c) suggest a protocol for use in a clinical setting.",Research,2111,1105,https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils?specialization=integrative-health-and-medicine
COR1146,Diseño de Proyectos de Desarrollo,¿Sabes cómo hacer para que tus proyectos logren los resultados esperados? ,Governance and Society,1906,1071,https://www.coursera.org/learn/diseno-de-proyectos-de-desarrollo?specialization=especializacion-en-diseno-y-gestion-de-proyectos-de-desarrollo
COR1147,"Career planning: Your career, your life","Are you satisfied with your career? Where do you see yourself in the future? No matter where you are on your professional journey, careful planning will help you reach your goals. This course will help you adapt to rapidly evolving job markets by enhancing your self-knowledge and confidence to explore wider career opportunities. You will create a career development plan, encompassing your career goals, skills and knowledge development for your current and future jobs, and learn how to make the most of your strengths, talents, and experience. You’ll receive valuable guidance based on practical suggestions, theoretical models and current empirical evidence. Via structured learning activities you will gain an appreciation that career planning and management is an ongoing, rewarding process of assessing career identity, setting new learning goals and career visions, and celebrating accomplishments as you develop.",Leadership and Management,2931,2395,https://www.coursera.org/learn/career-development-planning?specialization=adapting-career-development
COR1148,Solución de problemas y toma de decisiones,"Este curso, ofrecido por la UNAM, te presenta técnicas que permiten  entender las ventajas del pensamiento divergente (creativo) como una habilidad fundamental en la solución de problemas. Revisa, también, la metodología para manejar estilos participativos en la toma de decisiones asegurando la efectividad de las mismas y la aceptación por parte del personal al ser tomado en cuenta.",Leadership and Management,249,173,https://www.coursera.org/learn/soluciondeproblemas?specialization=habilidades
COR1149,Tools for Data Science,"In order to be successful in Data Science, you need to be skilled with using tools that Data Science professionals employ as part of their jobs. This course teaches you about the popular tools in Data Science and how to use them. ",Data Analysis,1477,864,https://www.coursera.org/learn/open-source-tools-for-data-science
COR1150,The Control Phase for the 6 σ Black Belt,"This course is designed for professionals interested in learning the principles of  Lean Sigma, the DMAIC process and DFSS. This course is number 7 of 8 in this specialization dealing with topics in the Control Phase of Six Sigma",Business Essentials,2453,1849,https://www.coursera.org/learn/thecontrolphaseforthesixsigmablackbelt?specialization=six-sigma-black-belt
COR1151,Linux System Administration with IBM Power Systems,"This course introduces administrative tasks that a system administrator can perform with Linux hosted on IBM Power servers. This includes virtualization concepts such as logical partitioning, installation of Linux, command-line operations, and more interesting administration and device management tasks.",Cloud Computing,2891,2831,https://www.coursera.org/learn/linux-system-administration-ibm-power-systems?specialization=linux-private-cloud-administration-power-systems
COR1152,Google Cloud Fundamentals: Core Infrastructure,"Google Cloud Fundamentals: Core Infrastructure introduces important concepts and terminology for working with Google Cloud. Through videos and hands-on labs, this course presents and compares many of Google Cloud's computing and storage services, along with important resource and policy management tools.",Cloud Computing,4306,3589,https://www.coursera.org/learn/gcp-fundamentals
COR1153,Design Patterns,"This course extends object-oriented analysis and design by incorporating design patterns to create interactive applications. Through a survey of established design patterns, you will gain a foundation for more complex software applications. Finally, you will identify problematic software designs by referencing a catalog of code smells.",Software Development,4051,3454,https://www.coursera.org/learn/design-patterns?specialization=software-design-architecture
COR1154,Human Resources Management Capstone: HR for People Managers,"This specialization provides a robust introduction to the key principles, policies, and practices of human resource management, with a focus on understanding managerial choices and constraints, acquiring and onboarding talent, managing employee performance, and rewarding employees. The capstone project provides learners with the opportunity to apply these key principles and practices to a real-world workplace (including a learner's own workplace if desired). Specifically, the capstone project will involve identifying the key human resources challenges for a workplace--including the most pressing motivational, selection, performance evaluation, and reward issues. And for each of these areas, learners will devise a multi-step action plan for addressing the challenges identified.",Leadership and Management,609,363,https://www.coursera.org/learn/human-resources-management-capstone?specialization=human-resource-management
COR1155,Principles of Photo Composition and Digital Image Post-Production,"Welcome to Course THREE!  In the first two Modules you will gain a more professional-level understanding of the Design Elements that artists have used throughout history to create successful compositions.  Arranging the Elements in ways that lead viewers through their compositions is an essential craft for photographers no matter whether their subject matter is pure documentary or vividly exotic personal expression.  In Modules 3 & 4 we survey the essential elements of post-photography image management, using Adobe(tm) LIGHTROOM(tm).  Image adjustment software designed for Smartphone photographers rounds out the Course.  Since even photographers whose mainstay is a high-end DSLR also must admit to Smartphone use occasionally, and photographers who only use a Smartphone will usually admit that they want to step over to a regular camera at some point, there is something for everyone here!  Let's get started with Module One!",Music and Art,2181,1638,https://www.coursera.org/learn/photo-composition?specialization=photography-basics
COR1156,Google Sheets - Advanced Topics en español,"En este curso, se amplían algunos de los conceptos que se abarcaron en el curso anterior de Hojas de cálculo de Google.",Cloud Computing,3977,3073,https://www.coursera.org/learn/google-sheets---advanced-topics-es?specialization=getting-started-with-google-workspace-es
COR1157,Sensor Manufacturing and Process Control,"Sensor Manufacturing and Process Control can also be taken for academic credit as ECEA 5343, part of CU Boulder’s Master of Science in Electrical Engineering degree.",Electrical Engineering,304,234,https://www.coursera.org/learn/sensor-manufacturing-process-control?specialization=embedding-sensors-motors
COR1158,Machine Learning: Regression,Case Study - Predicting Housing Prices,Machine Learning,2842,2459,https://www.coursera.org/learn/ml-regression?specialization=machine-learning
COR1159,Inclusive Analytic Techniques,"Many policies, products, services or processes that we think of as gender-neutral actually have gendered outcomes. Everything from snow plowing to car safety to investment advising to infrastructure investment has impacts that differ by gender. These outcomes can be even more biased if we look at important intersections with race, indigeneity, differences in ability, ethnicity, sexual orientation, and other identities. The question is, what can you do to change this? And, how can you avoid the risks of bias or create innovative new offerings using gender-based insights?",Business Essentials,625,400,https://www.coursera.org/learn/gender-analytics-inclusive-analytics?specialization=gender-analytics
COR1160,Autodesk Fusion 360 Integrated CAD/CAM/CAE,"Design, engineering, and manufacturing are undergoing a digital transformation, and the need for a collaborative product development environment is becoming an ever-growing requirement. Autodesk® Fusion 360™ meets this need by connecting CAD, CAM, and CAE in a single cloud-based platform unlike any other tool of its kind. This course builds upon digital manufacturing trends and foundational CAD concepts discussed in Course 1 of this series by introducing Fusion 360 as a problem-solving tool. In this course, we take the next step in connecting CAD, CAM, and CAE through a series of short exercises on 3D modeling, rendering, simulation, and computer aided manufacturing.",Mechanical Engineering,2946,2362,https://www.coursera.org/learn/fusion-360-integrated-cad-cam-cae?specialization=cad-design-digital-manufacturing
COR1161,Introduction to Clinical Data Science,"This course will prepare you to complete all parts of the Clinical Data Science Specialization. In this course you will learn how clinical data are generated, the format of these data, and the ethical and legal restrictions on these data. You will also learn enough SQL and R programming skills to be able to complete the entire Specialization - even if you are a beginner programmer. While you are taking this course you will have access to an actual clinical data set and a free, online computational environment for data science hosted by our Industry Partner Google Cloud. ",Data Analysis,2474,1995,https://www.coursera.org/learn/introduction-clinical-data-science?specialization=clinical-data-science
COR1162,"Data Wrangling, Analysis and AB Testing with SQL","This course allows you to apply the SQL skills taught in “SQL for Data Science” to four increasingly complex and authentic data science inquiry case studies. We'll learn how to convert timestamps of all types to common formats and perform date/time calculations. We'll select and perform the optimal JOIN for a data science inquiry and clean data within an analysis dataset by deduping, running quality checks, backfilling, and handling nulls. We'll learn how to segment and analyze data per segment using windowing functions and use case statements to execute conditional logic to address a data science inquiry. We'll also describe how to convert a query into a scheduled job and how to insert data into a date partition. Finally, given a predictive analysis need, we'll engineer a feature from raw data using the tools and skills we've built over the course. The real-world application of these skills will give you the framework for performing the analysis of an AB test.",Data Analysis,2186,2021,https://www.coursera.org/learn/data-wrangling-analysis-abtesting?specialization=learn-sql-basics-data-science
COR1163,"Execution, persistence, privilege escalation and evasion","This course is a continuation of Python for Cybersecurity. The topics covered are execution, persistence, privilege escalation and evasion.",Security,1048,832,https://www.coursera.org/learn/execution-persistence-privilege-escalation-and-evasion?specialization=pythonforcybersecurity
COR1164,Understanding Financial Statements: Company Position,"This course is designed to provide a basic understanding of financial statements with an emphasis on the balance sheet. However, to understand accounting driven financial statements, it is important to recognize that accounting is less about counting and more about measuring. “What is it that is being measured?” Well, as the course unfolds, you will learn about the three measurement questions and how the balance sheet helps to answer the first two of these questions. By touring a real company and interviewing real business people, the course describes the basic content of financial statements in a simple yet relevant context. The goal of the course is to leave a lasting impression about what balance sheet consists of and what it reveals. The next course in the Fundamentals of Accounting Specialization completes the conversation by addressing the remaining measurement question.",Business Essentials,808,695,https://www.coursera.org/learn/financial-statements?specialization=accounting-fundamentals
COR1165,Excel Power Tools for Data Analysis,"Welcome to Excel Power Tools for Data Analysis. In this four-week course, we introduce Power Query, Power Pivot and Power BI, three power tools for transforming, analysing and presenting data.",Business Essentials,464,416,https://www.coursera.org/learn/excel-power-tools?specialization=excel-data-analytics-visualization
COR1166,"Functions, Methods, and Interfaces in Go","Continue your exploration of the Go programming language as you learn about functions, methods, and interfaces. Topics include the implementation of functions, function types, object-orientation in Go, methods, and class instantiation. As with the first course in this series, you’ll have an opportunity to create your own Go applications so you can practice what you’re learning.",Software Development,4908,2467,https://www.coursera.org/learn/golang-functions-methods?specialization=google-golang
COR1167,Introduction to Software Testing,"After completing this course, you will have an understanding of the fundamental principles and processes of software testing. You will have actively created test cases and run them using an automated testing tool. You will being writing and recognizing good test cases, including input data and expected outcomes.",Software Development,2535,1664,https://www.coursera.org/learn/introduction-software-testing?specialization=software-testing-automation
COR1168,"Everyday Excel, Part 1","Everyday Excel, Part 1 is aimed at learners who are seeking to learn Excel from the ground up.  No experience with Excel is necessary.  While this course is meant for beginners of Excel, advanced users will undoubtedly pick up new skills and tools.",Design and Product,852,807,https://www.coursera.org/learn/everyday-excel-part-1?specialization=everyday-excel
COR1169,Ordered Data Structures,"In this course, you will learn new data structures for efficiently storing and retrieving data that is structured in an ordered sequence. Such data includes an alphabetical list of names, a family tree, a calendar of events or an inventory organized by part numbers. The specific data structures covered by this course include arrays, linked lists, queues, stacks, trees, binary trees, AVL trees, B-trees and heaps. This course also shows, through algorithm complexity analysis, how these structures enable the fastest algorithms to search and sort data.",Software Development,4456,3856,https://www.coursera.org/learn/cs-fundamentals-2
COR1170,Training and Learning Programs for Volunteer Community Health Workers,"Volunteer community health workers (CHWs) are a major strategy for increasing access to and coverage of basic health interventions. Our village health worker training course reviews the process of training and continuing education of CHWs as an important component of involving communities in their own health service delivery. Participants will be guided through the steps of planning training and continuing education activities for village volunteers. The course draws on real-life examples from community-directed onchocerciasis control, village health worker programs, community case management efforts, peer educators programs and patent medicine vendor training programs, to name a few.",Public Health,4019,2403,https://www.coursera.org/learn/commhealthworkers?specialization=global-health
COR1171,Designing the Organization,"Organizations are complex and can be difficult to manage well, so managers need tools to help them better understand and deal with the many complexities and challenges associated with organizational life. In this course, you will learn theories, principles, and frameworks that will help you design more effective organizations. ",Leadership and Management,2682,1668,https://www.coursera.org/learn/designing-organization?specialization=business-value-project-management
COR1172,Cloud Data Engineering,"Welcome to the third course in the Building Cloud Computing Solutions at Scale Specialization! In this course, you will learn how to apply Data Engineering to real-world projects using the Cloud computing concepts introduced in the first two courses of this series. By the end of this course, you will be able to develop Data Engineering applications and use software development best practices to create data engineering applications. These will include continuous deployment, code quality tools, logging, instrumentation and monitoring. Finally, you will use Cloud-native technologies to tackle complex data engineering solutions. ",Cloud Computing,3661,2157,https://www.coursera.org/learn/cloud-data-engineering-duke?specialization=building-cloud-computing-solutions-at-scale
COR1173,Developing a Google SRE Culture,"In many IT organizations, incentives are not aligned between developers, who strive for agility, and operators, who focus on stability. Site reliability engineering, or SRE, is how Google aligns incentives between development and operations and does mission-critical production support. Adoption of SRE cultural and technical practices can help improve collaboration between the business and IT. This course introduces key practices of Google SRE and the important role IT and business leaders play in the success of SRE organizational adoption.",Leadership and Management,3911,3870,https://www.coursera.org/learn/developing-a-google-sre-culture?specialization=organizational-change-and-culture-for-adopting-google-cloud
COR1174,Project Management Project,"This capstone project is designed to allow you to take the knowledge you have gained through the Specialization and put that knowledge into practice. In the capstone, you will create several of the key planning deliverables that have been discussed in these courses and either work on a project you choose or use a suggested case study. You will begin the capstone project by writing part of the project charter. You will build on that information to define your project, and then ultimately create a schedule, budget and responses for the risks you identify.  The goal is for you to use what you have learned in the previous courses and to perform your own research on how to best move forward with the capstone project.  Your work will be peer reviewed by your classmates. In turn you will peer review the work of other classmates.  Instructions on how to conduct peer reviews will be included in the course.  Upon completing this series, you will be able to (1) write a narrative charter statement, (2) create a work breakdown structure, (3) sequence project activities,(4) build a project schedule, (5) create a project budget, (6) create a responsibility assignment matrix, (7) identify project risks and (8) define responses for those risks.",Business Essentials,3089,2694,https://www.coursera.org/learn/project-management-capstone?specialization=project-management
COR1175,Entrepreneurship 4: Financing and Profitability,"Start-ups can benefit from a wide variety of financing options on the path to profitability, but how do you know which one to choose? This course explores different financing models, including bootstrapping, organic growth, debt and risk capital, and also provides a clear overview of equity financing including the key types of investors: angels, venture capital, and crowdfunding. You’ll learn about terms, and term sheets, exit modes and what exit strategy might be best for you. By the end of this course, you’ll have an understanding of what success looks like and how it can be financed. You’ll also be ready for the capstone project, in which you will get feedback on your own pitch deck, and may even be selected to pitch to investors from venture capital firms.",Entrepreneurship,1573,1126,https://www.coursera.org/learn/wharton-entrepreneurship-financing-profitabilty?specialization=wharton-entrepreneurship
COR1176,"Custom Models, Layers, and Loss Functions with TensorFlow","In this course, you will:",Machine Learning,2028,1571,https://www.coursera.org/learn/custom-models-layers-loss-functions-with-tensorflow
COR1177,Factorial and Fractional Factorial Designs,"Many experiments in engineering, science and business involve several factors.  This course is an introduction to these types of multifactor experiments.  The appropriate experimental strategy for these situations is based on the factorial design, a type of experiment where factors are varied together.  This course focuses on designing these types of experiments and on using the ANOVA for analyzing the resulting data.  These types of experiments often include nuisance factors, and  the blocking principle can be used in factorial designs to handle these situations.  As the number of factors of interest grows full factorials become too expensive and fractional versions of the factorial design are useful.  This course will  cover the benefits of fractional factorials, along with methods for constructing and analyzing the data from these experiments.",Probability and Statistics,199,180,https://www.coursera.org/learn/factorial-fractional-factorial-designs?specialization=design-experiments
COR1178,Applied AI with DeepLearning,>>> By enrolling in this course you agree to the End User License Agreement as set out in the FAQ.  Once enrolled you can access the license in the Resources area <<<,Machine Learning,2086,1322,https://www.coursera.org/learn/ai?specialization=advanced-data-science-ibm
COR1179,A Technical Leader's Qualities and Effectiveness,"This course describes the traits of Great Leaders who combine fierce resolve with personal humility. Indeed, they might be described more as “plow horses” as opposed to “show horses”. They see themselves as servants to the team and to the organization. They “hold the line” when faced with tough decisions and “do what must be done” when the time comes. Their leadership is based on solid ethical principles and they act with quiet, calm determination.",Personal Development,829,578,https://www.coursera.org/learn/a-technical-leaders-qualities-and-effectiveness?specialization=principles-of-leadership-leading-technical-teams
COR1180,Mathematical Biostatistics Boot Camp 2,"Learn fundamental concepts in data analysis and statistical inference, focusing on one and two independent samples.",Probability and Statistics,3438,2925,https://www.coursera.org/learn/biostatistics-2?specialization=advanced-statistics-data-science
COR1181,Managerial Economics and Business Analysis Capstone,The capstone project involves an in-depth analysis of an actual business situation in which you will examine the global economic environment of a business. The final project will be a business plan that uses statistical tools and economic theory to create a comprehensive analysis of the microeconomic and macroeconomic environment in which the focal company operates.,Business Essentials,1871,1383,https://www.coursera.org/learn/managerial-economics-capstone?specialization=managerial-economics-business-analysis
COR1182,International Marketing Entry and Execution,"This will be part 2 of a two-series foundation courses for the Specialization: International Marketing & Cross Industry Growth. This course will dive in more deeply into consumer science investigation, B2C marketing, International Marketing Entry, Targeting, Positioning, International Product, International Promotion, International Place and International Price. The last set of classes will discuss seven new ways to innovate in International Marketing that all start with the letter S and hence will be called the 7S International Marketing Innovation. There will be a heavy emphasis on how companies can incorporate CCCI Innovation, i.e. Cross Country and Cross Industry Innovation in marketing.",Marketing,4184,3336,https://www.coursera.org/learn/international-marketing-entry-execution?specialization=international-marketing
COR1183,Build Better Generative Adversarial Networks (GANs),"In this course, you will:",Machine Learning,595,575,https://www.coursera.org/learn/build-better-generative-adversarial-networks-gans?specialization=generative-adversarial-networks-gans
COR1184,Noun Clauses and Conditionals,"This is the third course in the Learn English: Advanced Grammar and Punctuation specialty. In this class, you will learn about the advanced grammar concepts of noun clauses and conditionals. You will learn about several different types of each and get lots of practice using them appropriately. This may seem like difficult grammar, but this course will make them easy to understand. These grammar points are essential for any learner trying to master fluency in the English language.",Learning English,2817,1441,https://www.coursera.org/learn/noun-clauses-conditionals?specialization=advanced-grammar-punctuation
COR1185,Machine Learning: Classification,Case Studies: Analyzing Sentiment & Loan Default Prediction,Machine Learning,3513,2742,https://www.coursera.org/learn/ml-classification?specialization=machine-learning
COR1186,Leading Teams: Building Effective Team Cultures,"In this foundational course, you will immerse yourself in the idea of building effective team cultures. You will explore different facets of team culture that are at the root of effective teams. You'll learn more about cultures of safety, engagement, and growth, so that you can lead your teams toward cultures that facilitate the most effective teamwork.",Leadership and Management,3024,1529,https://www.coursera.org/learn/leading-teams-building-effective-team-cultures?specialization=strategic-leadership
COR1187,"Intro to AR/VR/MR/XR: Technologies, Applications & Issues","This first course in the XR for Everybody specialization creates a foundational understanding of the differences between AR, VR, MR, and XR. The course provides learners with a broad overview of the rapidly evolving XR space and the tools to characterize future XR developments and assess their potential and limitations. It establishes key concepts and dives into the XR device landscape, helping learners to differentiate current and future platforms and devices as well as critique the use of VR or AR in applications. The course pivots in the second half to look more at how to shape the future of XR, by analyzing trends and raising issues such as COVID-19, social and ethical concerns, accessibility and equity, as well as privacy and security.",Design and Product,3789,3671,https://www.coursera.org/learn/intro-augmented-virtual-mixed-extended-reality-technologies-applications-issues?specialization=extended-reality-for-everybody
COR1188,Career Self-Management Advanced Certification,"In the business world, modern organizations conduct corporate retreats on a regular basis to consider their strategic direction, review progress, and set up goals and objectives for the year.  In this course you will use the same approach to organize, strategize, re-energize, and re-invigorate your career building activities. The final Capstone Project is designed as an annual retreat aimed at facilitating your ability to step back from day-to-day demands and strategically focus on gaining a competitive edge on the job market by investigating new opportunities for career growth, conducting a thorough audit of your skill-building and self-marketing strategies, and developing new ways to enhance and showcase your marketable skills. The Capstone Project will allow you to integrate concepts and tools from the entire Career Brand Management specialization to effectively manage your career brand and increase personal effectiveness.",Personal Development,2012,1980,https://www.coursera.org/learn/career-fitness?specialization=career-brand-management
COR1189,Brand New Brand,This course is the culmination of the Graphic Design Specialization and gives you an opportunity to tie together your knowledge and skills into a single project: a brand development guide for a company you will invent.,Music and Art,448,343,https://www.coursera.org/learn/brand-new-brand?specialization=graphic-design
