CourseId,Title,Category,Total_enrollment,Total_Completions,completion_rate
COR0967,Satisfaction Guaranteed: Develop Customer Loyalty Online,Marketing,3600,2268,63.0
COR0968,Computational Neuroscience,Machine Learning,219,179,81.7351598173516
COR0969,Using Databases with Python,Software Development,777,543,69.88416988416989
COR0970,Astronomy: Exploring Time and Space,Physics and Astronomy,242,181,74.79338842975206
COR0971,Financial Planning for Young Adults,Finance,639,621,97.1830985915493
COR0972,Process Mining: Data science in Action,Data Analysis,818,729,89.119804400978
COR0973,Bugs 101: Insect-Human Interactions,Basic Science,881,612,69.46651532349603
COR0974,Applied Data Science Capstone,Data Analysis,4115,3392,82.43013365735116
COR0975,Introduction to Environmental Law and Policy,Law,2802,2228,79.5146324054247
COR0976,Writing and Editing: Word Choice and Word Order,Personal Development,4188,2750,65.66380133715377
COR0977,Code Yourself! An Introduction to Programming,Software Development,712,501,70.36516853932584
COR0978,Introduction to Machine Learning,Machine Learning,4366,2936,67.24690792487402
COR0979,The Cycle: Management of Successful Arts and Cultural Organizations,Music and Art,1792,1751,97.71205357142857
COR0980,Getting Started with SAS Programming,Data Analysis,705,513,72.76595744680851
COR0981,Earth Economics,Economics,3978,3690,92.76018099547511
COR0982,Product Management Essentials,Business Essentials,375,261,69.6
COR0983,"Algorithms for Searching, Sorting, and Indexing",Algorithms,4999,4402,88.05761152230446
COR0984,Econometrics: Methods and Applications,Probability and Statistics,4257,2750,64.59948320413437
COR0985,Operations Analytics,Business Strategy,4188,2951,70.4632282712512
COR0986,Containerized Applications on AWS,Cloud Computing,2354,1886,80.11894647408666
COR0987,Data Science Math Skills,Math and Logic,2290,2121,92.62008733624454
COR0988,Global Financing Solutions  (by EDHEC and Société Générale),Finance,1334,1177,88.23088455772114
COR0989,React Basics,Mobile and Web Development,4008,2108,52.59481037924152
COR0990,Probabilistic Graphical Models 1: Representation,Machine Learning,3421,2877,84.09821689564455
COR0991,Introduction to Enterprise Computing,Cloud Computing,1652,1470,88.98305084745762
COR0992,ChatGPT for Beginners: Using AI For Market Research,Business Strategy,4670,2502,53.57601713062099
COR0993,Getting Started with Power BI Desktop,Business Essentials,3293,1733,52.62678408745825
COR0994,Coding for Beginners: An Easy Introduction,Software Development,2709,2405,88.7781469176818
COR0995,ChatGPT for Beginners: SciFi Writing with Dall-e,Algorithms,3564,3502,98.26038159371492
COR0996,Curso Completo de Power BI Desktop,Data Analysis,342,274,80.11695906432749
COR0997,Excel for Beginners: Pivot Tables,Business Essentials,1599,1340,83.80237648530331
COR0998,Cloud SQL for MySQL: Qwik Start,Data Analysis,3447,2769,80.3307223672759
COR0999,Migrating to Cloud SQL from Amazon RDS for MySQL Using Database Migration Service,Cloud Computing,346,210,60.69364161849711
COR1000,Cloud Spanner - Defining Schemas and Understanding Query Plans,Data Management,3209,2867,89.3424742910564
COR1001,Configure Replication and Enable Point-in-Time-Recovery for Cloud SQL for PostgreSQL,Cloud Computing,4371,4198,96.04209563029055
COR1002,Migrate to Cloud SQL for PostgreSQL using Database Migration Service,Cloud Computing,2802,1892,67.5231977159172
COR1003,Connect an App to a Cloud SQL for PostgreSQL Instance,Data Analysis,3952,3474,87.90485829959515
COR1004,Cloud Spanner - Loading Data and Performing Backups,Data Management,568,317,55.809859154929576
COR1005,Deploy a Modern Web App connected to a Cloud Spanner Instance,Data Management,711,503,70.74542897327707
COR1006,A Tour of Google Cloud Hands-on Labs,Cloud Computing,1705,1368,80.23460410557185
COR1007,Migrating On-premises MySQL Using a Continuous Database Migration Service Job,Cloud Computing,494,307,62.145748987854255
COR1008,Securing a Cloud SQL for PostgreSQL Instance,Cloud Computing,1570,1057,67.32484076433121
COR1009,Visual Perception for Self-Driving Cars,Software Development,2602,1347,51.767870868562646
COR1010,Introduction to Data Analytics for Business,Data Analysis,3240,2101,64.84567901234568
COR1011,Writing Winning Resumes and Cover Letters,Business Essentials,2586,1644,63.57308584686775
COR1012,Fundamentals of Investing,Personal Development,355,192,54.08450704225351
COR1013,Verb Tenses and Passives,Learning English,4428,4081,92.16350496838301
COR1014,Spanish Vocabulary: Careers and Social Events,Other Languages,2732,2128,77.89165446559298
COR1015,"Introduction to CAD, CAM, and Practical CNC Machining",Mechanical Engineering,4789,3697,77.19774483190646
COR1016,AI For Medical Treatment,Machine Learning,3353,3054,91.0826125857441
COR1017,Introduction to Corporate Finance,Finance,2497,2017,80.77693231878254
COR1018,Algorithmic Toolbox,Algorithms,3095,2903,93.79644588045234
COR1019,Fundamentals of Machine Learning for Healthcare,Machine Learning,1739,1297,74.58309373202991
COR1020,Regression Models,Probability and Statistics,1793,939,52.370329057445616
COR1021,EMT Foundations,Patient Care,2772,2360,85.13708513708514
COR1022,Culminating Project in Health Informatics,Health Informatics,1587,964,60.74354127284184
COR1023,Managing Network Security,Security,3593,2424,67.46451433342611
COR1024,Digital Transformation,Leadership and Management,1573,1493,94.91417673235854
COR1025,Programming for the Internet of Things Project,Electrical Engineering,465,285,61.29032258064516
COR1026,"Twitter, LinkedIn, and YouTube Marketing",Marketing,4400,2338,53.13636363636364
COR1027,Capstone - Managing Board Change for Higher Levels of Leadership and Governance Effectiveness ,Leadership and Management,2631,1405,53.40174838464462
COR1028,Statistics for Genomic Data Science,Probability and Statistics,3046,1668,54.76034143138543
COR1029,Getting Started with Go,Software Development,4565,3959,86.7250821467689
COR1030,Exploratory Data Analysis for Machine Learning,Machine Learning,4096,2376,58.0078125
COR1031,Introduction to Typography,Music and Art,4980,4003,80.38152610441767
COR1032,The Measure Phase for the 6 σ Black Belt,Business Essentials,2200,2101,95.5
COR1033,Taxation of Business Entities I: Corporations,Business Essentials,4433,3726,84.05143243852922
COR1034,Gestión con enfoque en riesgos en proyectos de desarrollo,Governance and Society,474,445,93.88185654008439
COR1035,Roadmap to Success in Digital Manufacturing & Design ,Mechanical Engineering,2063,1510,73.19437712069802
COR1036,Economics and Policies of Climate Change,Economics,3272,1890,57.76283618581907
COR1037,Medical Terminology III,Basic Science,2414,2003,82.97431648715823
COR1038,IELTS Listening and Speaking Sections Skills Mastery,Learning English,3098,1582,51.06520335700452
COR1039,Advanced Styling with Responsive Design,Mobile and Web Development,2369,1307,55.17095821021528
COR1040,Design and Build a Data Warehouse for Business Intelligence Implementation,Data Analysis,1819,1083,59.53820780648707
COR1041,Building High-Performing Teams,Leadership and Management,294,203,69.04761904761905
COR1042,Supply Chain Optimization,Business Strategy,2678,2284,85.28752800597461
COR1043,The Data Science of Health Informatics,Health Informatics,3764,2137,56.77470775770457
COR1044,Statistics for International Business,Finance,1006,889,88.36978131212724
COR1045,Business Transformation with Google Cloud,Business Strategy,4247,2221,52.295738168118675
COR1046,Introduction to Big Data,Data Analysis,214,142,66.35514018691589
COR1047,Financing for Startup Businesses,Finance,3809,3290,86.37437647676556
COR1917,The Digital Marketing Revolution,Marketing,4332,3972,91.68975069252078
COR1048,Value-Based Care: Quality Improvement in Organizations,Patient Care,3142,2975,94.68491406747295
COR1049,Artificial Intelligence and legal issues,Algorithms,2688,2356,87.64880952380952
COR1050,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",Business Essentials,1482,1082,73.00944669365722
COR1051,Evaluating User Interfaces,Design and Product,3241,2142,66.09071274298056
COR1052,Decentralized Finance (DeFi) Infrastructure,Finance,4055,2329,57.43526510480888
COR1053,Machine Learning Algorithms with R in Business Analytics,Leadership and Management,2592,1848,71.29629629629629
COR1054,FinTech Risk Management,Business Essentials,2312,1411,61.029411764705884
COR1055,Google Docs,Cloud Computing,1254,994,79.26634768740031
COR1056,Startup Valuation Methods,Finance,2335,1446,61.92719486081371
COR1918,Hypothesis-Driven Development,Design and Product,2689,1727,64.22461881740425
COR1057,Research Instruments and Research Hypotheses,Marketing,3228,2563,79.39900867410161
COR1058,C Programming: Getting Started - 1,Software Development,4373,2446,55.93414132174709
COR1059,Algebra: Elementary to Advanced - Functions & Applications,Math and Logic,1632,863,52.879901960784316
COR1060,Build personal resilience,Leadership and Management,359,356,99.16434540389972
COR1061,Google Drive,Cloud Computing,1876,1597,85.12793176972282
COR1062,Supply Chain Planning,Business Strategy,4596,2669,58.072236727589214
COR1063,Cyber Attack Countermeasures,Computer Security and Networks,4905,2980,60.75433231396534
COR1064,Foundations of Business Strategy,Business Strategy,4979,3016,60.574412532637076
COR1065,Intermediate Grammar Project,Learning English,4984,2765,55.47752808988764
COR1066,Data Structures,Algorithms,219,157,71.68949771689498
COR1067,JSON and Natural Language Processing in PostgreSQL,Software Development,2580,1732,67.13178294573643
COR1068,Positive Psychology: Applications and Interventions,Psychology,1956,1008,51.533742331288344
COR1069,Data Science in Real Life,Data Analysis,1323,760,57.44520030234316
COR1070,Simple Regression Analysis in Public Health ,Public Health,4650,4282,92.08602150537635
COR1071,Managing Cybersecurity Incidents and Disasters,Security,1645,1440,87.53799392097264
COR1072,Digital Fashion Industry,Business Strategy,2407,1981,82.30162027420025
COR1073,Salesforce Capstone: Organization Integration,Business Essentials,554,460,83.03249097472924
COR1074,Advanced Application Management with Red Hat OpenShift,Cloud Computing,2241,2002,89.3351182507809
COR1075,International Marketing & Cross Industry Growth Capstone Project  ,Marketing,2981,2355,79.00033545790002
COR1076,Project Planning and Execution,Leadership and Management,2853,1896,66.45636172450052
COR1077,Value-Based Care: Introduction to Value-Based Care and the U.S. Healthcare System,Patient Care,4857,3724,76.67284331892115
COR1078,Patent Law,Law,1062,650,61.20527306967985
COR1079,Meeting Investors' Goals,Finance,3665,2040,55.66166439290586
COR1080,Fundraising and Development Foundations,Business Strategy,4980,2491,50.02008032128514
COR1081,Clinical Data Models and Data Quality Assessments,Data Analysis,3135,2810,89.63317384370016
COR1082,Combinatorics and Probability,Algorithms,4644,3411,73.44961240310077
COR1083,Graph Analytics for Big Data,Data Analysis,3661,2024,55.28544113630156
COR1084,La gestión de los riesgos y la administración de los cambios en el proyecto,Leadership and Management,4270,4169,97.63466042154568
COR1085,Natural Language Processing with Probabilistic Models,Machine Learning,3006,1922,63.93878908848969
COR1086,Robotics: Aerial Robotics,Mechanical Engineering,2913,2437,83.65945760384483
COR1087,Introduction to Java and Object-Oriented Programming,Software Development,4216,2805,66.53225806451613
COR1088,"Credential Access, discovery, lateral movement & collection",Security,4065,3473,85.43665436654366
COR1089,SQL for Data Science Capstone Project,Data Analysis,697,685,98.27833572453372
COR1090,"Comparing Genes, Proteins, and Genomes (Bioinformatics III)",Health Informatics,2428,2162,89.04448105436573
COR1091,Introduction to Systems Biology,Basic Science,1204,909,75.4983388704319
COR1092,Linux Server Management and Security,Security,446,307,68.83408071748879
COR1093,A Blueprint for Success – Your Video Pre-Production,Personal Development,1435,1201,83.69337979094077
COR1094,Leading Organizations,Leadership and Management,4386,2951,67.28226174190607
COR1095,Applied Text Mining in Python,Data Analysis,2712,2694,99.33628318584071
COR1096,Launch Strategy: 5 Steps to Capstone Experience,Entrepreneurship,3978,2393,60.15585721468074
COR1097,Google Cloud Fundamentals: Core Infrastructure,Cloud Computing,802,419,52.244389027431424
COR1098,3D Printing Hardware,Entrepreneurship,1372,1016,74.05247813411079
COR1099,Design Thinking: Ideas to Action,Business Strategy,1226,1121,91.43556280587276
COR1919,Music Production Capstone,Music and Art,3137,2815,89.73541600255021
COR1100,Construction Scheduling,Business Strategy,4309,2422,56.20793687630541
COR1101,Introduction to User Experience Principles and Processes,Design and Product,2910,2017,69.3127147766323
COR1102,Explore Core Data Concepts in Microsoft Azure,Data Management,183,171,93.44262295081968
COR1103,Computational Methods in Pricing and Model Calibration,Finance,3561,3138,88.12131423757371
COR1104,Google Meet,Cloud Computing,387,261,67.44186046511628
COR1105,Fundamentals of Finance,Finance,1796,1247,69.43207126948775
COR1106,"Sustainable Business: Big Issues, Big Changes",Leadership and Management,420,318,75.71428571428571
COR1107,Software Product Management Capstone,Design and Product,2350,1771,75.36170212765958
COR1108,Strategic Procurement and Sourcing Conclusions,Leadership and Management,1292,711,55.030959752321984
COR1109,Data Visualization with Advanced Excel,Data Analysis,1451,991,68.29772570640938
COR1110,Object-Oriented Hierarchies in Java,Software Development,2987,1800,60.26113157013726
COR1111,Developing Cloud Native Applications,Software Development,3559,2529,71.059286316381
COR1112,History of Mental Illness,Psychology,4435,2414,54.43066516347238
COR1113,Moneyball and Beyond,Data Analysis,1016,746,73.4251968503937
COR1114,European Business Law: Competing in Europe,Business Essentials,3046,2625,86.17859487852921
COR1115,Digital Forensics Essentials (DFE),Computer Security and Networks,4042,3804,94.11182582879762
COR1116,Convolutional Neural Networks,Machine Learning,3783,2755,72.82579962992334
COR1117,Management Fundamentals,Leadership and Management,1370,1217,88.83211678832117
COR1118,Advanced Writing,Learning English,2054,1212,59.00681596884129
COR1119,Fundamentals of International Business,Business Essentials,3715,3553,95.6393001345895
COR1120,Strategic Career Self-Management,Personal Development,2663,1661,62.373263236950805
COR1121,FPGA Capstone:  Building FPGA Projects,Electrical Engineering,1628,1557,95.63882063882065
COR1920,"Immunology: Autoimmunity, Allergy, and Transplants",Basic Science,1969,1052,53.428136109700354
COR1122,Hypothesis Testing in Public Health ,Public Health,2442,1637,67.03521703521703
COR1123,Project: Writing a Research Paper,Learning English,4736,2663,56.22888513513513
COR1124,Magnetics for Power Electronic Converters,Electrical Engineering,4102,3873,94.41735738664066
COR1125,Google Sheets - Advanced Topics,Cloud Computing,3561,2121,59.561920808761585
COR1126,Scripting with Python and SQL for Data Engineering,Data Analysis,1686,1525,90.45077105575326
COR1127,Advanced Manufacturing Enterprise,Mechanical Engineering,1111,728,65.52655265526552
COR1128,Project Management: The Basics for Success,Leadership and Management,866,692,79.90762124711316
COR1129,Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides,Personal Development,4150,4029,97.08433734939759
COR1130,The Roles and Responsibilities of Nonprofit Boards of Directors within the Governance Process,Leadership and Management,4936,4537,91.9165316045381
COR1131,Copyright Law in the Music Business,Business Strategy,175,118,67.42857142857143
COR1132,Advanced Grammar & Punctuation Project,Learning English,2631,1907,72.48194602812619
COR1921,Chinese for HSK 2,Other Languages,2135,1259,58.969555035128806
COR1922,Linear Regression in R for Public Health ,Public Health,4400,2580,58.63636363636363
COR1133,Principles of Computing (Part 2),Software Development,4917,3365,68.43603823469596
COR1134,Marketing Mix Implementation Capstone ,Marketing,3937,2401,60.985521971043944
COR1135,Wharton Entrepreneurship Capstone,Entrepreneurship,2187,1135,51.89757658893461
COR1136,Modern Data Warehouse Analytics in Microsoft Azure,Data Management,529,350,66.1625708884688
COR1137,Optimize ML Models and Deploy Human-in-the-Loop Pipelines,Machine Learning,3221,2433,75.53554796647003
COR1138,Inteligencia artificial: proyecto final,Algorithms,2375,1886,79.41052631578948
COR1139,Artificial Creativity,Design and Product,1587,1582,99.68494013862635
COR1140,Forex - Trading Around the World,Finance,4938,3190,64.6010530579182
COR1141,Building Your Leadership Skills,Leadership and Management,4154,4098,98.6519017814155
COR1142,AWS Cloud Technical Essentials,Cloud Computing,4199,3104,73.9223624672541
COR1143,"Modern Robotics, Course 4:  Robot Motion Planning and Control",Mechanical Engineering,1949,1367,70.13853258081068
COR1144,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Algorithms,1223,1222,99.91823385118562
COR1145,Aromatherapy: Clinical Use of Essential Oils,Research,2111,1105,52.34486025580294
COR1146,Diseño de Proyectos de Desarrollo,Governance and Society,1906,1071,56.1909758656873
COR1147,"Career planning: Your career, your life",Leadership and Management,2931,2395,81.71272603207098
COR1148,Solución de problemas y toma de decisiones,Leadership and Management,249,173,69.47791164658635
COR1149,Tools for Data Science,Data Analysis,1477,864,58.49695328368314
COR1150,The Control Phase for the 6 σ Black Belt,Business Essentials,2453,1849,75.37708927843457
COR1151,Linux System Administration with IBM Power Systems,Cloud Computing,2891,2831,97.92459356624006
COR1152,Google Cloud Fundamentals: Core Infrastructure,Cloud Computing,4306,3589,83.34881560613098
COR1153,Design Patterns,Software Development,4051,3454,85.26289804986423
COR1154,Human Resources Management Capstone: HR for People Managers,Leadership and Management,609,363,59.60591133004927
COR1155,Principles of Photo Composition and Digital Image Post-Production,Music and Art,2181,1638,75.10316368638239
COR1156,Google Sheets - Advanced Topics en español,Cloud Computing,3977,3073,77.26929846618053
COR1157,Sensor Manufacturing and Process Control,Electrical Engineering,304,234,76.97368421052632
COR1158,Machine Learning: Regression,Machine Learning,2842,2459,86.52357494722027
COR1159,Inclusive Analytic Techniques,Business Essentials,625,400,64.0
COR1160,Autodesk Fusion 360 Integrated CAD/CAM/CAE,Mechanical Engineering,2946,2362,80.1765105227427
COR1161,Introduction to Clinical Data Science,Data Analysis,2474,1995,80.63864187550526
COR1162,"Data Wrangling, Analysis and AB Testing with SQL",Data Analysis,2186,2021,92.451967063129
COR1163,"Execution, persistence, privilege escalation and evasion",Security,1048,832,79.38931297709924
COR1164,Understanding Financial Statements: Company Position,Business Essentials,808,695,86.01485148514851
COR1165,Excel Power Tools for Data Analysis,Business Essentials,464,416,89.65517241379311
COR1166,"Functions, Methods, and Interfaces in Go",Software Development,4908,2467,50.26487367563163
COR1167,Introduction to Software Testing,Software Development,2535,1664,65.64102564102564
COR1168,"Everyday Excel, Part 1",Design and Product,852,807,94.71830985915493
COR1169,Ordered Data Structures,Software Development,4456,3856,86.53500897666068
COR1170,Training and Learning Programs for Volunteer Community Health Workers,Public Health,4019,2403,59.7909927842747
COR1171,Designing the Organization,Leadership and Management,2682,1668,62.19239373601789
COR1172,Cloud Data Engineering,Cloud Computing,3661,2157,58.9183283255941
COR1173,Developing a Google SRE Culture,Leadership and Management,3911,3870,98.9516747634876
COR1174,Project Management Project,Business Essentials,3089,2694,87.21269019100032
COR1175,Entrepreneurship 4: Financing and Profitability,Entrepreneurship,1573,1126,71.5829624920534
COR1176,"Custom Models, Layers, and Loss Functions with TensorFlow",Machine Learning,2028,1571,77.465483234714
COR1177,Factorial and Fractional Factorial Designs,Probability and Statistics,199,180,90.45226130653266
COR1178,Applied AI with DeepLearning,Machine Learning,2086,1322,63.374880153403645
COR1179,A Technical Leader's Qualities and Effectiveness,Personal Development,829,578,69.72255729794934
COR1180,Mathematical Biostatistics Boot Camp 2,Probability and Statistics,3438,2925,85.07853403141361
COR1181,Managerial Economics and Business Analysis Capstone,Business Essentials,1871,1383,73.91769107429182
COR1182,International Marketing Entry and Execution,Marketing,4184,3336,79.73231357552581
COR1183,Build Better Generative Adversarial Networks (GANs),Machine Learning,595,575,96.63865546218487
COR1184,Noun Clauses and Conditionals,Learning English,2817,1441,51.15370962016329
COR1185,Machine Learning: Classification,Machine Learning,3513,2742,78.05294619982921
COR1186,Leading Teams: Building Effective Team Cultures,Leadership and Management,3024,1529,50.56216931216932
COR1187,"Intro to AR/VR/MR/XR: Technologies, Applications & Issues",Design and Product,3789,3671,96.8857218263394
COR1188,Career Self-Management Advanced Certification,Personal Development,2012,1980,98.40954274353876
COR1189,Brand New Brand,Music and Art,448,343,76.5625
COR1190,Writing Stories About Ourselves,Music and Art,3887,3696,95.08618471829175
COR1191,Managing the Organization,Leadership and Management,3177,2028,63.83380547686497
COR1192,Cryptocurrency and Blockchain: An Introduction to Digital Currencies,Finance,3550,3548,99.94366197183099
COR1193,Critical Thinking Skills for the Professional,Business Essentials,758,654,86.2796833773087
COR1194,Social Media and Digital Marketing Fundamentals,Marketing,712,459,64.46629213483146
COR1195,Functional Programming Principles in Scala,Software Development,495,432,87.27272727272727
COR1196,Introduction to Cloud Computing,Cloud Computing,4007,2387,59.57075118542551
COR1197,Planned Giving,Business Strategy,151,89,58.94039735099338
COR1198,Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI),Healthcare Management,2513,2073,82.49104655789893
COR1199,Financial Accounting: Advanced Topics,Finance,756,733,96.95767195767195
COR1200,Immunology: Immune System and Infectious Diseases,Basic Science,2097,1619,77.20553171196947
COR1201,Public Speaking and Presentations ,Personal Development,1288,718,55.74534161490683
COR1923,R Programming,Data Analysis,4076,3979,97.62021589793916
COR1924,"Java Programming: Arrays, Lists, and Structured Data",Software Development,4664,2384,51.114922813036024
COR1202,"Medical Emergencies: CPR, Toxicology, and Wilderness",Patient Care,2251,2150,95.51310528653931
COR1203,Design Thinking for Innovation,Business Strategy,3010,2336,77.60797342192691
COR1204, Supervised Machine Learning: Classification,Machine Learning,4861,2861,58.856202427484064
COR1205,Effective Business Presentations with Powerpoint,Business Essentials,408,231,56.61764705882353
COR1206,Python Project for Data Science,Data Analysis,174,145,83.33333333333334
COR1207,Introduction to Management Consulting,Business Strategy,2703,1815,67.14761376248613
COR1208,Firm Level Economics: Consumer and Producer Behavior,Finance,1677,882,52.59391771019678
COR1209,Designing the Organization,Leadership and Management,590,455,77.11864406779661
COR1210,Intermediate Object-Oriented Programming for Unity Games,Software Development,2306,2173,94.23243712055508
COR1211,Introduction to Python Programming,Software Development,1424,781,54.84550561797753
COR1212,Healthcare Data Models,Health Informatics,3503,2762,78.84670282614901
COR1213,Storytelling and influencing: Communicate with impact,Leadership and Management,4868,2794,57.39523418241578
COR1214,"Image Segmentation, Filtering, and Region Analysis",Electrical Engineering,1608,1471,91.48009950248756
COR1215,"Defining Diversity, Equity and Inclusion in Organizations",Leadership and Management,2975,1899,63.831932773109244
COR1216,Building a Data Science Team,Data Analysis,3787,2568,67.8109321362556
COR1217,"Excel/VBA for Creative Problem Solving, Part 1",Algorithms,3382,3306,97.75280898876404
COR1218,The Art of Negotiation,Business Essentials,2672,1967,73.61526946107784
COR1219,Positive Psychology Specialization Project: Design Your Life for Well-being,Psychology,3944,2060,52.23123732251521
COR1220,Managing Project Risks and Changes,Leadership and Management,4828,3562,73.77796188898095
COR1221,Renewable Energy Projects,Environmental Science and Sustainability,2259,1404,62.15139442231076
COR1222,Multiple Regression Analysis in Public Health ,Health Informatics,1374,940,68.41339155749637
COR1223,Exploratory Data Analysis,Data Analysis,964,623,64.62655601659752
COR1224,Decision-Making: Blending Art & Science,Leadership and Management,538,527,97.95539033457248
COR1225,Building Web Applications in Django,Mobile and Web Development,1543,1463,94.81529488010369
COR1226,Operations Analytics,Business Strategy,498,420,84.33734939759037
COR1227,Java Programming: Build a Recommendation System,Software Development,658,553,84.04255319148936
COR1228,Healthcare Organizations and the Health System,Healthcare Management,2096,2050,97.80534351145039
COR1229,Introduction to Supply Chain Finance & Blockchain Technology,Business Strategy,103,72,69.90291262135922
COR1230,RPA Basics and Introduction to UiPath,Software Development,934,875,93.6830835117773
COR1231,Symptom Management in Palliative Care,Patient Care,1073,755,70.36346691519105
COR1232,User Experience: Research & Prototyping,Design and Product,2423,1569,64.7544366487825
COR1233,C for Everyone: Programming Fundamentals,Software Development,4211,2900,68.86725243410116
COR1234,Executive Data Science Capstone,Leadership and Management,4501,2290,50.87758275938681
COR1235,Data Science Methodology,Data Analysis,3794,3681,97.0216130732736
COR1236,Risk Management in Personal Finance,Personal Development,3408,2490,73.06338028169014
COR1237,Fashion Retail Transformation,Business Strategy,3590,2663,74.17827298050139
COR1238,Leading Change in Health Informatics,Health Informatics,3681,1974,53.62673186634067
COR1239,Apache Spark (TM) SQL for Data Analysts,Data Analysis,2750,1964,71.41818181818181
COR1240,Financial Forecasting and Reporting,Leadership and Management,691,379,54.848046309696095
COR1241,Oracle Database Platform,Software Development,1186,998,84.14839797639124
COR1242,Building Resilient Streaming Analytics Systems on Google Cloud,Cloud Computing,3886,2277,58.59495625321668
COR1243,Web3 and Blockchain Transformations in Global Supply Chains,Business Strategy,4531,2650,58.4859854336791
COR1244,Inventory Management,Business Strategy,3488,3394,97.30504587155964
COR1245,Strategic Organization Design,Business Strategy,2511,1891,75.30864197530865
COR1246,Accounting for Business Decision Making: Measurement and Operational Decisions,Business Essentials,3690,3367,91.24661246612466
COR1247,Principles of Computing (Part 1),Software Development,3850,3830,99.48051948051948
COR1248,Reinforcement Learning for Trading Strategies,Machine Learning,893,849,95.07278835386337
COR1249,Strategic Management,Business Strategy,1444,833,57.686980609418285
COR1250,Sustainable Consumption and Health,Public Health,1047,993,94.84240687679083
COR1251,Engineering Design Process with Autodesk Fusion 360,Mechanical Engineering,4652,3938,84.65176268271712
COR1252,"Photography Techniques: Light, Content, and Sharing",Music and Art,2576,1952,75.77639751552795
COR1253,Algebra: Elementary to Advanced - Equations & Inequalities,Math and Logic,4100,2991,72.95121951219512
COR1254,Introduction to Early Childhood,Education,1661,1076,64.78025285972305
COR1255,Python Data Structures,Software Development,1813,1755,96.80088251516823
COR1256,Construction Project Management,Business Strategy,2661,1733,65.12589252160842
COR1257,Machine Learning Data Lifecycle in Production ,Machine Learning,214,125,58.41121495327103
COR1258,Data Mining Project,Data Analysis,3375,2761,81.80740740740741
COR1259,"Smart Analytics, Machine Learning, and AI on GCP 日本語版",Cloud Computing,2603,2535,97.38762965808682
COR1260,Business English: Making Presentations,Learning English,4711,4439,94.22627892167267
COR1261,High-Impact Business Writing,Business Essentials,694,601,86.59942363112391
COR1262,Introduction to Power Electronics,Electrical Engineering,4680,2445,52.243589743589745
COR1263,Advanced Portfolio Construction and Analysis with Python,Finance,1306,984,75.34456355283308
COR1264,Mandarin Chinese 1: Chinese for Beginners,Other Languages,1351,1216,90.00740192450037
COR1265,What is Financial Accounting?,Business Essentials,3563,3105,87.14566376648891
COR1266,Marketing Strategy Capstone Project,Marketing,2709,1848,68.21705426356588
COR1267,Managing the Organization,Leadership and Management,4578,2852,62.297946701616425
COR1268,IoT Cloud,Mobile and Web Development,3666,2818,76.86852154937262
COR1269,"Forecasting, Budgeting, Territories, Evaluation and Legal/Ethical Issues",Leadership and Management,4720,3255,68.96186440677965
COR1270,Hardware Description Languages for FPGA Design,Electrical Engineering,1028,613,59.63035019455253
COR1271,Hardware Security,Computer Security and Networks,2464,2122,86.12012987012987
COR1272,Business English: Final Project,Learning English,2541,1842,72.49114521841794
COR1273,Online teaching: Using Zoom to connect with learners ,Education,406,209,51.47783251231527
COR1274,Understanding User Needs,Design and Product,827,708,85.61064087061668
COR1275,More on Change and Sustainability,Leadership and Management,3082,1980,64.24399740428294
COR1276,Speaking and Presenting: Pitches and Persuasion,Personal Development,1407,1174,83.43994314143568
COR1277,Gestión del talento humano,Leadership and Management,4939,4935,99.919011945738
COR1278,DFSS for the 6 σ Black Belt,Business Essentials,705,391,55.46099290780142
COR1279,Spatial Analysis and Satellite Imagery in a GIS,Environmental Science and Sustainability,2888,2170,75.13850415512465
COR1280,Product Management Essentials,Business Essentials,4517,4304,95.28448085012177
COR1281,Take Your English Communication Skills to the Next Level,Learning English,4882,4780,97.91069233920524
COR1282,Value-Based Care: Capstone Project,Public Health,470,338,71.91489361702128
COR1283,Software Processes and Agile Practices,Design and Product,2851,2345,82.25184145913714
COR1284,Interview Research and Preparation,Business Essentials,1457,1320,90.5971173644475
COR1285,Ready to Roll – The Video Production Process,Personal Development,2972,1578,53.095558546433374
COR1286,Operations and Patient Safety for Healthcare IT Staff,Patient Care,4468,2596,58.10205908683975
COR1287,Speaking and Presenting: Conversation Starters,Personal Development,4099,3896,95.04757257867773
COR1288,FinTech Disruptive Innovation: Implications for Society,Finance,322,271,84.16149068322981
COR1289,Six Sigma Principles ,Business Essentials,4951,2576,52.02989295091901
COR1290,"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems",Basic Science,4622,4058,87.797490263955
COR1291,Positioning: What you need for a successful Marketing Strategy,Marketing,4130,3931,95.181598062954
COR1292,Data Visualization with Tableau Project,Data Analysis,2942,2577,87.59347382732835
COR1293,European Business Law: Understanding the Fundamentals,Business Essentials,350,197,56.285714285714285
COR1294,"Positive Psychology: Character, Grit and Research Methods",Psychology,1996,1626,81.4629258517034
COR1295,Career Success Project,Business Essentials,1881,1136,60.39340776182881
COR1296,Six Sigma Advanced Analyze Phase,Leadership and Management,4913,3342,68.02361082841442
