CourseID,title,short_intro,category,total_enrollments,completion_rate,total_completions,skills
COR0887,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms",Necessary case player imagine.,Algorithms,4907,0.818830242510699,4018,"['Critical Thinking', 'Software Development', 'Financial Modeling']"
COR0888,Modern Art & Ideas,Fire east young pay sell sometimes.,Music and Art,1867,0.8419925013390466,1572,"['Financial Modeling', 'Data Analysis', 'Collaboration']"
COR0889,Fundamentals of Technology Sales,Another arm safe baby.,Business Essentials,4375,0.8278857142857143,3622,"['Python', 'Communication', 'Critical Thinking']"
COR0890,Creative Writing: The Craft of Plot,Leave oil meeting quite. Him ten friend.,Music and Art,1525,0.778360655737705,1187,"['Communication', 'Excel', 'Problem Solving', 'Collaboration']"
COR0891,Miracles of Human Language: An Introduction to Linguistics,Result week station reason important.,Other Languages,4289,0.568430869666589,2438,"['Data Analysis', 'Creativity']"
COR0892,Liabilities and Equity in Accounting,Town stop oil million. Raise low fund guy rule five.,Business Essentials,276,0.5797101449275363,160,"['Project Management', 'Communication']"
COR0893,Biology Meets Programming: Bioinformatics for Beginners,Pretty fast area point it laugh project increase. Institution edge put others.,Health Informatics,2769,0.8490429758035392,2351,"['Critical Thinking', 'Data Analysis', 'Problem Solving']"
COR0894,The Business of Product Management I,Argue example staff hour.,Leadership and Management,385,0.5168831168831168,198,"['Data Analysis', 'Critical Thinking', 'Collaboration']"
COR0895,Autodesk Certified Professional: AutoCAD for Design and Drafting Exam Prep,Weight hit decade resource wear catch true.,Mechanical Engineering,4997,0.5839503702221333,2918,"['Python', 'Critical Thinking', 'Communication', 'Software Development']"
COR0896,Solar Energy Basics,It face former kind dream speech build. Rule interview room less.,Environmental Science and Sustainability,3681,0.5637055148057593,2075,"['Problem Solving', 'Creativity']"
COR0897,Learning to Teach Online,Son wall character decade too might. Little standard none suddenly.,Education,3743,0.6695164306705851,2506,"['Communication', 'Data Analysis']"
COR0898,Introduction to Deep Learning & Neural Networks with Keras,North church central mean.,Machine Learning,4230,0.5692671394799055,2408,"['Communication', 'Excel', 'Python', 'Problem Solving']"
COR0899,Network Security & Database Vulnerabilities ,Decision difference doctor religious. Medical task wide attorney carry develop turn.,Security,1776,0.5095720720720721,905,"['Excel', 'Creativity', 'Financial Modeling', 'Collaboration']"
COR0900,Digital Transformation,Effect camera protect talk. Apply seek hear.,Leadership and Management,2085,0.9611510791366906,2004,"['Problem Solving', 'Collaboration']"
COR0901,Project Management: Foundations and Initiation,Practice remember use term seek. Same politics your order.,Leadership and Management,3288,0.8363746958637469,2750,"['Critical Thinking', 'Project Management']"
COR0902,Responsive Web Design in Adobe XD,Program step mind anyone yes. Nice note other necessary size eat.,Design and Product,2096,0.6125954198473282,1284,"['Excel', 'Financial Modeling', 'Python']"
COR0903,Marketing Digital,Conference here although able billion baby daughter. Others show year sometimes magazine.,Marketing,1322,0.5173978819969742,683,"['Agile Development', 'Data Analysis', 'Problem Solving', 'Excel']"
COR0904,Using Python to Interact with the Operating System,Help box chair high.,Support and Operations,2651,0.5737457563183704,1521,"['Creativity', 'Excel', 'Project Management', 'Communication']"
COR0905,The Arts and Science of Relationships: Understanding Human Needs,Wind few court television site.,Personal Development,3550,0.7076056338028169,2512,"['Agile Development', 'Python', 'Data Analysis', 'Financial Modeling']"
COR0906,"Make the Sale: Build, Launch, and Manage E-commerce Stores",Control both former mouth firm. National its admit ready available.,Marketing,4102,0.992442710872745,4071,"['Problem Solving', 'Communication', 'Creativity', 'Agile Development']"
COR0907,Diversity and Inclusion for HR Professionals,Stop war political health. Beat authority enough during cover response watch.,Leadership and Management,3489,0.8572656921754084,2991,"['Agile Development', 'Collaboration']"
COR0908,Instructional Methods in Health Professions Education,Beautiful street product vote human. Onto seven read hot four.,Public Health,1760,0.8534090909090909,1502,"['Critical Thinking', 'Project Management', 'Excel']"
COR0909,Schizophrenia,Blood crime other nothing.,Psychology,321,0.8878504672897196,285,"['Agile Development', 'Financial Modeling']"
COR0910,Inclusive Leadership: The Power of Workplace Diversity,Hope whom score. Produce among strong than.,Education,2218,0.5153291253381425,1143,"['Agile Development', 'Project Management', 'Excel']"
COR0911,Managing the Company of the Future,Represent board boy TV word particular single. Couple program past several language change.,Leadership and Management,454,0.5748898678414097,261,"['Critical Thinking', 'Data Analysis', 'Collaboration']"
COR0912,Foundations of Business Strategy,Long range keep many data find notice. Training reflect moment former walk maybe common.,Business Strategy,4591,0.5425833151818776,2491,"['Software Development', 'Creativity', 'Excel', 'Problem Solving']"
COR0913,Introduction to Google SEO,Radio reason beautiful response someone. Room end her discussion phone tend land pattern.,Marketing,1839,0.8346927678085916,1535,"['Creativity', 'Excel', 'Python']"
COR0914,Implant Dentistry,Soon way number program about.,Basic Science,1983,0.8204740292486132,1627,"['Creativity', 'Python', 'Project Management']"
COR0915,Healing with the Arts,Notice prevent game floor. Teacher remain traditional.,Personal Development,309,0.5372168284789643,165,"['Python', 'Creativity']"
COR0916,Introduction to Data Science in Python,Sign we another parent. Course option able first official some.,Data Analysis,1933,0.8623900672529746,1667,"['Agile Development', 'Problem Solving', 'Financial Modeling', 'Communication']"
COR0917,People Analytics,Too almost break play.,Leadership and Management,4228,0.5409176915799432,2287,"['Financial Modeling', 'Problem Solving']"
COR0918,Six Sigma Principles ,Say dog bank change.,Business Essentials,1555,0.6964630225080386,1083,"['Data Analysis', 'Excel']"
COR0919,"Excel/VBA for Creative Problem Solving, Part 1",Or page son hair official always pass.,Algorithms,4904,0.9337275693311582,4579,"['Software Development', 'Python', 'Financial Modeling']"
COR0920,Fundamentals of Visualization with Tableau,So him front window stand system avoid.,Data Analysis,1141,0.9123575810692376,1041,"['Communication', 'Financial Modeling', 'Data Analysis']"
COR0921,Operational Research for Humanitarians,Enough wonder tough star determine I. Home modern my common son.,Research,141,0.5602836879432624,79,"['Communication', 'Project Management', 'Financial Modeling']"
COR0922,Introduction to Probability and Data with R,Election success character soon final usually pay.,Data Analysis,699,0.7510729613733905,525,"['Excel', 'Agile Development']"
COR0923,Business Model Innovation,Discuss evidence they something herself key prevent energy. List section teacher act.,Business Strategy,4518,0.750332005312085,3390,"['Excel', 'Project Management']"
COR0924,Data-Driven Decisions with Power BI,Appear civil give school customer end remain. Next increase unit career turn win.,Business Essentials,4570,0.8054704595185995,3681,"['Critical Thinking', 'Financial Modeling', 'Software Development']"
COR0925,Greek and Roman Mythology,Show time serve effect training some. Continue either especially green information watch hundred.,Philosophy,4621,0.764985933780567,3535,"['Data Analysis', 'Problem Solving', 'Critical Thinking']"
COR0926,Getting Started with Git and GitHub,Job carry nor amount stop for.,Software Development,2256,0.5053191489361702,1140,"['Collaboration', 'Problem Solving', 'Financial Modeling']"
COR0927,Agile Meets Design Thinking,Pm while success visit way. Including by he give policy design break leader.,Design and Product,3919,0.9800969635110998,3841,"['Creativity', 'Python']"
COR0928,Google SEO Fundamentals,Cause act west by chance.,Marketing,3203,0.9338120512019982,2991,"['Software Development', 'Python', 'Problem Solving']"
COR0929,Introduction to Cyber Attacks,High over blood beat road than model everyone.,Computer Security and Networks,4433,0.5064290548161516,2245,"['Creativity', 'Collaboration', 'Communication', 'Excel']"
COR0930,Introduction to Agile Development and Scrum,War three wrong result throw friend.,Software Development,4177,0.7651424467321044,3196,"['Excel', 'Data Analysis', 'Agile Development', 'Creativity']"
COR0931,Excel Fundamentals for Data Analysis,Red wear nothing until. Gas voice involve nothing effort.,Business Essentials,4952,0.7998788368336026,3961,"['Excel', 'Data Analysis']"
COR0932,Creative Thinking: Techniques and Tools for Success,Will maintain risk general trade scene.,Personal Development,3110,0.9344051446945336,2906,"['Communication', 'Problem Solving']"
COR0933,Mastering Final Cut Pro,Six job offer put house central. Amount member year.,Business Essentials,3753,0.7455369038102851,2798,"['Collaboration', 'Data Analysis']"
COR0934,Introduction to Public Speaking,Change town million my military senior necessary.,Business Essentials,629,0.4992050874403815,314,"['Software Development', 'Data Analysis', 'Creativity']"
COR0935,Children's Human Rights - An Interdisciplinary Introduction,Risk key parent series same. Former likely miss security still gun.,Law,4114,0.7702965483714147,3169,"['Creativity', 'Communication', 'Critical Thinking', 'Excel']"
COR0936,Data-driven Decision Making,Most floor number myself. Successful at key card dream throw.,Data Analysis,1259,0.7664813343923749,965,"['Communication', 'Creativity', 'Problem Solving']"
COR0937,Cost and Economics in Pricing Strategy,Sort Mr rise my building.,Marketing,1407,0.6986496090973703,983,"['Creativity', 'Communication', 'Excel', 'Data Analysis']"
COR0938,Aspectos básicos del diseño de la experiencia del usuario,Garden to true push factor push serious.,Design and Product,3087,0.5017816650469712,1549,"['Excel', 'Creativity', 'Financial Modeling']"
COR0939,Nutrición y obesidad: control de sobrepeso,Will money each significant.,Nutrition,1200,0.5733333333333334,688,"['Collaboration', 'Creativity', 'Project Management', 'Financial Modeling']"
COR0940,Positive Psychology ,Drive parent both father.,Psychology,2881,0.8889274557445331,2561,"['Python', 'Software Development', 'Excel']"
COR0941,Security Principles,Father chair military it dinner. Customer kid while property today away star.,Security,3472,0.8516705069124424,2957,"['Creativity', 'Excel']"
COR0942,Understanding Plants - Part I: What a Plant Knows,Activity certainly professor themselves.,Basic Science,4816,0.5872093023255814,2828,"['Python', 'Critical Thinking']"
COR0943,Science Literacy ,Suddenly herself establish question marriage along candidate approach.,Basic Science,232,0.918103448275862,213,"['Collaboration', 'Excel']"
COR0944,Machine Learning Modeling Pipelines in Production,Board little marriage card. Word democratic dog eat.,Machine Learning,1304,0.9616564417177914,1254,"['Excel', 'Agile Development', 'Critical Thinking', 'Problem Solving']"
COR0945,Design a User Experience for Social Good & Prepare for Jobs,Serve respond alone six number arrive activity. Opportunity how event two candidate within.,Design and Product,1169,0.5183917878528657,606,"['Agile Development', 'Financial Modeling', 'Collaboration', 'Data Analysis']"
COR0946,Social Impact Strategy: Tools for Entrepreneurs and Innovators,Human worry trade herself nearly work cause. Free nature relate second whatever less.,Entrepreneurship,1130,0.6884955752212389,778,"['Problem Solving', 'Software Development', 'Creativity', 'Excel']"
COR0947,The Art of Music Production,Word detail commercial decision whom out.,Music and Art,921,0.8284473398479913,763,"['Communication', 'Software Development']"
COR0948,Introduction to Risk Management,Church light Mrs hear its director interview. Eat mouth oil level about.,Finance,3078,0.9941520467836256,3060,"['Data Analysis', 'Agile Development', 'Creativity']"
COR0949,Initiating and Planning Projects,Soon painting certain main.,Leadership and Management,260,0.9692307692307692,252,"['Software Development', 'Project Management', 'Agile Development', 'Creativity']"
COR0950,"Custom Models, Layers, and Loss Functions with TensorFlow",How at move approach.,Machine Learning,4003,0.5213589807644267,2087,"['Project Management', 'Python']"
COR0951,Algorithmic Toolbox,At trip middle about develop civil girl.,Algorithms,530,0.8433962264150944,447,"['Agile Development', 'Critical Thinking', 'Project Management', 'Collaboration']"
COR0952,Introduction to Computer Vision and Image Processing,Believe group number still idea there born.,Machine Learning,1459,0.8252227553118574,1204,"['Software Development', 'Data Analysis']"
COR0953,Preparing to Manage Human Resources,Same drug receive.,Leadership and Management,4466,0.7171965965069413,3203,"['Data Analysis', 'Collaboration', 'Financial Modeling', 'Creativity']"
COR0954,Deploying Machine Learning Models in Production,Throw matter receive while imagine garden.,Machine Learning,1965,0.7536895674300255,1481,"['Python', 'Problem Solving', 'Creativity']"
COR0955,Introduction to Genetics and Evolution,Though pull building real pass.,Basic Science,1501,0.5423051299133911,814,"['Python', 'Agile Development']"
COR0956,Rebuilding Our Relationship with Food,Difference research practice goal. Choice choose everything able attention officer describe summer.,Nutrition,2893,0.7013480815762184,2028,"['Creativity', 'Project Management', 'Communication', 'Problem Solving']"
COR0957,Introduction to Web Development,Seem for positive ever cultural. Most opportunity shoulder special finally.,Mobile and Web Development,3746,0.9193806727175654,3444,"['Python', 'Project Management', 'Communication']"
COR0958,Cyber Threat Intelligence,Lawyer here hair state when individual.,Security,4796,0.9218098415346122,4421,"['Collaboration', 'Critical Thinking', 'Software Development', 'Agile Development']"
COR0959,Google Cloud Fundamentals: Core Infrastructure,Cup security central world myself maybe game.,Cloud Computing,658,0.6139817629179332,404,"['Communication', 'Collaboration', 'Excel', 'Critical Thinking']"
COR0960,Regression Analysis: Simplify Complex Data Relationships,Wish teach force I until quite.,Data Analysis,611,0.9901800327332242,605,"['Project Management', 'Communication', 'Excel']"
COR0961,Fundamentals of GIS,Remain because maintain billion. Ago hour though.,Environmental Science and Sustainability,1898,0.6364594309799789,1208,"['Creativity', 'Agile Development']"
COR0962,The Horse Course: Introduction to Basic Care and Management,Their walk no voice foreign or product.,Animal Health,463,0.6133909287257019,284,"['Problem Solving', 'Project Management', 'Communication']"
COR0963,Foundations of Health Equity Research,Lot national move turn. Available statement democratic entire.,Public Health,249,0.5742971887550201,143,"['Creativity', 'Financial Modeling']"
COR0964,CompTIA Exam Prep,Husband find pick school.,Support and Operations,1923,0.735309412376495,1414,"['Financial Modeling', 'Agile Development']"
COR0965,In the Studio: Postwar Abstract Painting,Rich including seek increase rich stay. Different best meeting not option I check increase.,Music and Art,2374,0.7059814658803707,1676,"['Excel', 'Software Development', 'Python']"
COR0966,Bases de la planification et de la gestion de projet,Former purpose or describe reach natural animal. Pay suffer plant center.,Business Essentials,2944,0.7863451086956522,2315,"['Data Analysis', 'Creativity']"
COR0967,Satisfaction Guaranteed: Develop Customer Loyalty Online,Seem read before create. Whole strategy number mention important child accept movie.,Marketing,3600,0.63,2268,"['Software Development', 'Creativity']"
COR0968,Computational Neuroscience,Night ahead home investment. Third research skill fire value appear gas.,Machine Learning,219,0.817351598173516,179,"['Collaboration', 'Project Management', 'Data Analysis', 'Communication']"
COR0969,Using Databases with Python,Piece back magazine foot into measure information.,Software Development,777,0.6988416988416989,543,"['Agile Development', 'Creativity', 'Python']"
COR0970,Astronomy: Exploring Time and Space,Color high keep dinner.,Physics and Astronomy,242,0.7479338842975206,181,"['Project Management', 'Collaboration']"
COR0971,Financial Planning for Young Adults,Create weight drop any black threat green. Sign build down everyone international accept.,Finance,639,0.971830985915493,621,"['Creativity', 'Software Development']"
COR0972,Process Mining: Data science in Action,Happen reality tell crime structure official.,Data Analysis,818,0.89119804400978,729,"['Data Analysis', 'Collaboration']"
COR0973,Bugs 101: Insect-Human Interactions,Computer get near Mr than.,Basic Science,881,0.6946651532349603,612,"['Software Development', 'Financial Modeling', 'Agile Development', 'Problem Solving']"
COR0974,Applied Data Science Capstone,Huge all board admit trade particularly.,Data Analysis,4115,0.8243013365735116,3392,"['Excel', 'Python', 'Software Development', 'Communication']"
COR0975,Introduction to Environmental Law and Policy,Seat whose watch people approach.,Law,2802,0.795146324054247,2228,"['Python', 'Financial Modeling', 'Communication', 'Project Management']"
COR0976,Writing and Editing: Word Choice and Word Order,Life score hotel of.,Personal Development,4188,0.6566380133715377,2750,"['Financial Modeling', 'Agile Development']"
COR0977,Code Yourself! An Introduction to Programming,Center arm year matter these system.,Software Development,712,0.7036516853932584,501,"['Critical Thinking', 'Creativity', 'Agile Development']"
COR0978,Introduction to Machine Learning,By rise necessary always remember cover little.,Machine Learning,4366,0.6724690792487402,2936,"['Excel', 'Creativity']"
COR0979,The Cycle: Management of Successful Arts and Cultural Organizations,Stuff anyone vote company drive. Month better fly degree central week even.,Music and Art,1792,0.9771205357142856,1751,"['Critical Thinking', 'Data Analysis']"
COR0980,Getting Started with SAS Programming,Man run she look. Easy once man Congress choose art.,Data Analysis,705,0.7276595744680852,513,"['Data Analysis', 'Python', 'Critical Thinking']"
COR0981,Earth Economics,Experience tonight few throughout.,Economics,3978,0.9276018099547512,3690,"['Python', 'Creativity', 'Communication']"
COR0982,Product Management Essentials,Movie investment financial security talk admit.,Business Essentials,375,0.696,261,"['Excel', 'Data Analysis', 'Agile Development', 'Software Development']"
COR0983,"Algorithms for Searching, Sorting, and Indexing",Become leader foot development upon big.,Algorithms,4999,0.8805761152230446,4402,"['Collaboration', 'Software Development']"
COR0984,Econometrics: Methods and Applications,Raise pattern need wide offer.,Probability and Statistics,4257,0.6459948320413437,2750,"['Data Analysis', 'Critical Thinking', 'Project Management', 'Creativity']"
COR0985,Operations Analytics,Laugh hospital beyond whatever population. Impact while once nothing agency management party.,Business Strategy,4188,0.704632282712512,2951,"['Project Management', 'Data Analysis', 'Python']"
COR0986,Containerized Applications on AWS,Safe current someone wish would.,Cloud Computing,2354,0.8011894647408666,1886,"['Creativity', 'Financial Modeling']"
COR0987,Data Science Math Skills,Statement piece agency run hour. Large course country pay myself.,Math and Logic,2290,0.9262008733624454,2121,"['Project Management', 'Problem Solving', 'Data Analysis', 'Agile Development']"
COR0988,Global Financing Solutions  (by EDHEC and Société Générale),Face world government. Wait deep anything total indeed.,Finance,1334,0.8823088455772113,1177,"['Excel', 'Communication', 'Software Development']"
COR0989,React Basics,Road need inside director experience around drive. Machine threat upon over less.,Mobile and Web Development,4008,0.5259481037924152,2108,"['Communication', 'Software Development', 'Agile Development', 'Creativity']"
COR0990,Probabilistic Graphical Models 1: Representation,Leg day long too discuss collection.,Machine Learning,3421,0.8409821689564455,2877,"['Excel', 'Project Management', 'Python']"
COR0991,Introduction to Enterprise Computing,Explain rule top her. Financial action top.,Cloud Computing,1652,0.8898305084745762,1470,"['Critical Thinking', 'Collaboration', 'Software Development', 'Python']"
COR0992,ChatGPT for Beginners: Using AI For Market Research,Grow like join them small. Report Congress Congress main executive few fine produce.,Business Strategy,4670,0.5357601713062099,2502,"['Data Analysis', 'Agile Development']"
COR0993,Getting Started with Power BI Desktop,Speak cup ability key create trouble card.,Business Essentials,3293,0.5262678408745824,1733,"['Problem Solving', 'Collaboration', 'Python']"
COR0994,Coding for Beginners: An Easy Introduction,Floor pass amount likely wall cold others.,Software Development,2709,0.887781469176818,2405,"['Critical Thinking', 'Software Development', 'Collaboration']"
COR0995,ChatGPT for Beginners: SciFi Writing with Dall-e,Relate apply stand ability into investment tend. Most read ground fire evidence successful.,Algorithms,3564,0.9826038159371492,3502,"['Project Management', 'Software Development', 'Creativity']"
COR0996,Curso Completo de Power BI Desktop,Reach boy practice support. Behind owner full election side collection inside.,Data Analysis,342,0.8011695906432749,274,"['Excel', 'Creativity', 'Agile Development', 'Data Analysis']"
COR0997,Excel for Beginners: Pivot Tables,Program first indicate because remember page behavior most. This raise help.,Business Essentials,1599,0.8380237648530331,1340,"['Financial Modeling', 'Excel', 'Critical Thinking', 'Data Analysis']"
COR0998,Cloud SQL for MySQL: Qwik Start,Hit election help sign charge state.,Data Analysis,3447,0.803307223672759,2769,"['Collaboration', 'Project Management']"
COR0999,Migrating to Cloud SQL from Amazon RDS for MySQL Using Database Migration Service,News tree computer me south. Series old model participant series quite ahead director.,Cloud Computing,346,0.6069364161849711,210,"['Project Management', 'Agile Development', 'Problem Solving', 'Collaboration']"
COR1000,Cloud Spanner - Defining Schemas and Understanding Query Plans,Word send style sense suddenly. Beyond must reality note.,Data Management,3209,0.8934247429105641,2867,"['Creativity', 'Agile Development', 'Project Management', 'Python']"
COR1001,Configure Replication and Enable Point-in-Time-Recovery for Cloud SQL for PostgreSQL,Million treatment unit maybe.,Cloud Computing,4371,0.9604209563029056,4198,"['Python', 'Problem Solving', 'Critical Thinking', 'Creativity']"
COR1002,Migrate to Cloud SQL for PostgreSQL using Database Migration Service,Hundred former wide center. Tell same teacher upon.,Cloud Computing,2802,0.675231977159172,1892,"['Project Management', 'Communication', 'Agile Development']"
COR1003,Connect an App to a Cloud SQL for PostgreSQL Instance,Recognize fear serious thought.,Data Analysis,3952,0.8790485829959515,3474,"['Software Development', 'Critical Thinking']"
COR1004,Cloud Spanner - Loading Data and Performing Backups,Heart accept television treat. Life participant or west set.,Data Management,568,0.5580985915492958,317,"['Python', 'Collaboration', 'Software Development']"
COR1005,Deploy a Modern Web App connected to a Cloud Spanner Instance,Study college PM. Hit rich since American bank choose economy.,Data Management,711,0.7074542897327707,502,"['Problem Solving', 'Agile Development', 'Python']"
COR1006,A Tour of Google Cloud Hands-on Labs,Any whole story live vote. Nice general after loss write anyone conference.,Cloud Computing,1705,0.8023460410557185,1368,"['Project Management', 'Python', 'Communication']"
COR1007,Migrating On-premises MySQL Using a Continuous Database Migration Service Job,Night treat nor tax class care. Thus pressure no according design arm rule.,Cloud Computing,494,0.6214574898785425,307,"['Problem Solving', 'Communication']"
COR1008,Securing a Cloud SQL for PostgreSQL Instance,Season my among.,Cloud Computing,1570,0.6732484076433121,1057,"['Problem Solving', 'Data Analysis', 'Critical Thinking']"
COR1009,Visual Perception for Self-Driving Cars,Ever same lose seat summer. Experience station somebody admit foot movement.,Software Development,2602,0.5176787086856265,1347,"['Data Analysis', 'Collaboration']"
COR1010,Introduction to Data Analytics for Business,Board street analysis model store.,Data Analysis,3240,0.6484567901234568,2101,"['Communication', 'Excel', 'Python', 'Critical Thinking']"
COR1011,Writing Winning Resumes and Cover Letters,Project gun food glass participant reveal. Around information begin point get north population.,Business Essentials,2586,0.6357308584686775,1644,"['Creativity', 'Communication', 'Data Analysis', 'Financial Modeling']"
COR1012,Fundamentals of Investing,Note news ask become wonder term myself. Nor main police part catch piece world picture.,Personal Development,355,0.5408450704225352,191,"['Financial Modeling', 'Creativity', 'Collaboration', 'Data Analysis']"
COR1013,Verb Tenses and Passives,Book development face administration husband hospital agreement. Very so first money citizen.,Learning English,4428,0.92163504968383,4081,"['Communication', 'Agile Development']"
COR1014,Spanish Vocabulary: Careers and Social Events,Heart where beautiful news product husband. Agreement what if according.,Other Languages,2732,0.7789165446559297,2128,"['Python', 'Software Development']"
COR1015,"Introduction to CAD, CAM, and Practical CNC Machining",Wait exist realize policy traditional number he.,Mechanical Engineering,4789,0.7719774483190646,3697,"['Software Development', 'Communication', 'Excel']"
COR1016,AI For Medical Treatment,Thought adult kitchen before service. Manage increase idea nearly political throughout.,Machine Learning,3353,0.910826125857441,3054,"['Creativity', 'Financial Modeling']"
COR1017,Introduction to Corporate Finance,Dinner cover discover personal order with. Change blue behind bag free public.,Finance,2497,0.8077693231878253,2017,"['Problem Solving', 'Collaboration', 'Agile Development']"
COR1018,Algorithmic Toolbox,Watch white avoid real trouble. Finally company realize program major because.,Algorithms,3095,0.9379644588045234,2903,"['Project Management', 'Critical Thinking', 'Problem Solving']"
COR1019,Fundamentals of Machine Learning for Healthcare,Sea firm state check.,Machine Learning,1739,0.745830937320299,1297,"['Communication', 'Data Analysis', 'Excel', 'Project Management']"
COR1020,Regression Models,One question customer product partner lot. South model because ask not.,Probability and Statistics,1793,0.5237032905744562,939,"['Python', 'Software Development']"
COR1021,EMT Foundations,Present finally trade. Reality population particularly ever service hot.,Patient Care,2772,0.8513708513708513,2360,"['Excel', 'Collaboration', 'Python', 'Project Management']"
COR1022,Culminating Project in Health Informatics,Sister position PM bank president door perhaps.,Health Informatics,1587,0.6074354127284184,964,"['Communication', 'Financial Modeling']"
COR1023,Managing Network Security,Ok really that age bill mean.,Security,3593,0.6746451433342611,2424,"['Python', 'Project Management', 'Agile Development', 'Creativity']"
COR1024,Digital Transformation,Nice life fall look whose century. Stock three pay argue vote beyond.,Leadership and Management,1573,0.9491417673235856,1493,"['Problem Solving', 'Python', 'Excel', 'Data Analysis']"
COR1025,Programming for the Internet of Things Project,There high education arm material wear information project. Question mission child president together.,Electrical Engineering,465,0.6129032258064516,285,"['Collaboration', 'Creativity', 'Financial Modeling']"
COR1026,"Twitter, LinkedIn, and YouTube Marketing",Among air measure firm wife him. Care rule back itself.,Marketing,4400,0.5313636363636364,2338,"['Data Analysis', 'Communication', 'Project Management']"
COR1027,Capstone - Managing Board Change for Higher Levels of Leadership and Governance Effectiveness ,Laugh oil sit. Leg space film opportunity big include nor.,Leadership and Management,2631,0.5340174838464462,1405,"['Problem Solving', 'Collaboration', 'Critical Thinking']"
COR1028,Statistics for Genomic Data Science,Government card official thing music listen.,Probability and Statistics,3046,0.5476034143138543,1668,"['Collaboration', 'Agile Development']"
COR1029,Getting Started with Go,Culture view little generation continue. Population Democrat too simply no successful cut friend.,Software Development,4565,0.867250821467689,3959,"['Problem Solving', 'Agile Development', 'Collaboration', 'Python']"
COR1030,Exploratory Data Analysis for Machine Learning,President indicate get current. Of bit sell sister mouth.,Machine Learning,4096,0.580078125,2376,"['Critical Thinking', 'Creativity', 'Agile Development', 'Data Analysis']"
COR1031,Introduction to Typography,Tv board yard argue central cause although worker.,Music and Art,4980,0.8038152610441767,4003,"['Software Development', 'Python', 'Critical Thinking', 'Collaboration']"
COR1032,The Measure Phase for the 6 σ Black Belt,Talk magazine marriage again maybe back. Station kid enough ask also term reveal cup.,Business Essentials,2200,0.955,2101,"['Excel', 'Python', 'Financial Modeling']"
COR1033,Taxation of Business Entities I: Corporations,Family smile relationship foreign above street.,Business Essentials,4433,0.8405143243852922,3726,"['Critical Thinking', 'Excel', 'Communication']"
COR1034,Gestión con enfoque en riesgos en proyectos de desarrollo,Similar least new study. Like I herself official.,Governance and Society,474,0.938818565400844,445,"['Problem Solving', 'Excel']"
COR1035,Roadmap to Success in Digital Manufacturing & Design ,Growth plan too character quite. Yourself with reveal bill budget scene church.,Mechanical Engineering,2063,0.7319437712069802,1510,"['Problem Solving', 'Data Analysis']"
COR1036,Economics and Policies of Climate Change,Simple management fast reduce.,Economics,3272,0.5776283618581907,1889,"['Project Management', 'Python']"
COR1037,Medical Terminology III,Official yard fear step if assume understand idea.,Basic Science,2414,0.8297431648715824,2003,"['Critical Thinking', 'Project Management']"
COR1038,IELTS Listening and Speaking Sections Skills Mastery,Number else project identify. Happen nearly yet trade like.,Learning English,3098,0.5106520335700452,1582,"['Financial Modeling', 'Problem Solving', 'Python', 'Data Analysis']"
COR1039,Advanced Styling with Responsive Design,Cold building one pick.,Mobile and Web Development,2369,0.5517095821021528,1307,"['Agile Development', 'Financial Modeling', 'Communication']"
COR1040,Design and Build a Data Warehouse for Business Intelligence Implementation,Wind yard author amount color rule. Outside apply bit bring nation charge.,Data Analysis,1819,0.5953820780648708,1083,"['Project Management', 'Financial Modeling']"
COR1041,Building High-Performing Teams,Wall wonder enough customer crime blue. Central picture night call price.,Leadership and Management,294,0.6904761904761905,203,"['Project Management', 'Creativity']"
COR1042,Supply Chain Optimization,First nearly method. Yard too stay owner.,Business Strategy,2678,0.8528752800597461,2284,"['Project Management', 'Critical Thinking', 'Excel']"
COR1043,The Data Science of Health Informatics,Care debate find adult stand investment despite. Mind commercial interest skin.,Health Informatics,3764,0.5677470775770457,2137,"['Critical Thinking', 'Data Analysis', 'Communication']"
COR1044,Statistics for International Business,They capital free different inside.,Finance,1006,0.8836978131212724,889,"['Critical Thinking', 'Software Development', 'Project Management']"
COR1045,Business Transformation with Google Cloud,Seem no guy garden avoid before condition. Thought situation local likely against.,Business Strategy,4247,0.5229573816811868,2221,"['Financial Modeling', 'Software Development', 'Creativity', 'Data Analysis']"
COR1046,Introduction to Big Data,Reach box policy guess message few.,Data Analysis,214,0.6635514018691588,142,"['Excel', 'Problem Solving', 'Collaboration', 'Communication']"
COR1047,Financing for Startup Businesses,Design notice those right. Know war eight center child.,Finance,3809,0.8637437647676556,3290,"['Critical Thinking', 'Communication']"
COR1048,Value-Based Care: Quality Improvement in Organizations,Say mission thought raise. Individual next discuss across expect reduce.,Patient Care,3142,0.9468491406747296,2975,"['Financial Modeling', 'Creativity']"
COR1049,Artificial Intelligence and legal issues,Others scene available student.,Algorithms,2688,0.8764880952380952,2356,"['Software Development', 'Communication']"
COR1050,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity",Fight who special player.,Business Essentials,1482,0.7300944669365722,1082,"['Project Management', 'Financial Modeling', 'Software Development']"
COR1051,Evaluating User Interfaces,Important majority open cover. Rise glass concern according find.,Design and Product,3241,0.6609071274298056,2142,"['Data Analysis', 'Python']"
